protein_name,subcellular_location,cellular_location,sequence_length
P83404,Extracellular,S,98
P05117,Extracellular,S,457
Q8CG08,Extracellular,S,245
O97939,Extracellular,S,1142
P56219,Extracellular,S,57
Q9GQV7,Extracellular,S,128
P84572,Extracellular,S,66
Q873X9,Extracellular,S,433
Q8N8U9,Extracellular,S,685
B3A0Q0,Extracellular,S,219
P86147,Extracellular,S,71
Q9UVI4,Extracellular,S,394
P85213,Extracellular,S,72
Q7SDR1,Extracellular,S,390
Q9VAK8,Extracellular,S,115
P83578,Extracellular,S,58
Q9LNU1,Extracellular,S,769
I1RQU5,Extracellular,S,354
Q8CEK3,Extracellular,S,90
Q9M099,Extracellular,S,465
Q8CFR0,Extracellular,S,287
Q9I931,Extracellular,S,178
D4B0X3,Extracellular,S,865
P55816,Extracellular,S,58
B3EWT1,Extracellular,S,69
B3EWT0,Extracellular,S,69
B3EWT5,Extracellular,S,86
Q1HA20,Extracellular,S,145
O77463,Extracellular,S,84
A1YV58,Extracellular,S,126
Q3U492,Extracellular,S,1550
Q9BXN1,Extracellular,S,380
P01389,Extracellular,S,72
D4B0N9,Extracellular,S,394
Q64K34,Extracellular,S,397
Q64K36,Extracellular,S,400
Q92954,Extracellular,S,1404
Q4WQU0,Extracellular,S,594
Q7L8A9,Extracellular,S,365
P79263,Extracellular,S,921
O65351,Extracellular,S,757
O60020,Extracellular,S,405
P86453,Extracellular,S,121
P86456,Extracellular,S,121
P04155,Extracellular,S,84
Q9IBF7,Extracellular,S,367
Q5W186,Extracellular,S,159
P25494,Extracellular,S,60
P25495,Extracellular,S,62
P25496,Extracellular,S,62
P25497,Extracellular,S,83
Q6T6T4,Extracellular,S,140
Q6T6T3,Extracellular,S,128
Q6T6T2,Extracellular,S,128
F8J2E2,Extracellular,S,92
F8J2E1,Extracellular,S,92
D4AVI0,Extracellular,S,129
F8J2E6,Extracellular,S,88
F8J2E5,Extracellular,S,92
P07835,Extracellular,S,91
O75339,Extracellular,S,1184
P0CE83,Extracellular,S,306
P0CE80,Extracellular,S,306
P0CE81,Extracellular,S,306
Q9V521,Extracellular,S,684
Q9HGE1,Extracellular,S,227
Q69F35,Extracellular,S,399
Q8C7G5,Extracellular,S,368
B5LUR0,Extracellular,S,109
B5LUR1,Extracellular,S,94
B3EWH9,Extracellular,S,61
B3EWH0,Extracellular,S,64
Q2VBP5,Extracellular,S,93
Q2VBP4,Extracellular,S,91
P86907,Extracellular,S,122
Q0VZ41,Extracellular,S,66
Q0VZ40,Extracellular,S,66
D4AZY1,Extracellular,S,387
P0DL58,Extracellular,S,90
P11226,Extracellular,S,248
P0DL57,Extracellular,S,89
P28325,Extracellular,S,142
Q98967,Extracellular,S,130
P0CY27,Extracellular,S,391
A2QEQ6,Extracellular,S,541
P81112,Extracellular,S,134
P81111,Extracellular,S,131
P81114,Extracellular,S,123
C0HJR2,Extracellular,S,64
C0HJR1,Extracellular,S,64
Q9DBD0,Extracellular,S,700
Q5A7R7,Extracellular,S,511
P84987,Extracellular,S,135
P12032,Extracellular,S,205
Q8BJ66,Extracellular,S,313
P62388,Extracellular,S,60
Q6UWK7,Extracellular,S,81
P83370,Extracellular,S,455
P30120,Extracellular,S,217
P31779,Extracellular,S,153
P60827,Extracellular,S,252
Q69CK0,Extracellular,S,84
D4B4X4,Extracellular,S,330
G3F828,Extracellular,S,71
Q8IVN8,Extracellular,S,264
Q8LAD7,Extracellular,S,77
Q95P08,Extracellular,S,656
Q95P07,Extracellular,S,668
Q9VET0,Extracellular,S,102
Q86QU9,Extracellular,S,43
Q8R481,Extracellular,S,710
Q9HB63,Extracellular,S,628
Q56S59,Extracellular,S,150
C0HJD3,Extracellular,S,74
C0HJD7,Extracellular,S,72
Q6PGN1,Extracellular,S,340
P22599,Extracellular,S,413
P05160,Extracellular,S,661
Q96NZ9,Extracellular,S,151
P0CB06,Extracellular,S,62
Q9VIR2,Extracellular,S,125
P84567,Extracellular,S,66
P0C554,Extracellular,S,86
P17727,Extracellular,S,112
D4AMB9,Extracellular,S,440
P0C8R7,Extracellular,S,69
Q3T478,Extracellular,S,607
Q86V25,Extracellular,S,355
P35753,Extracellular,S,134
P35751,Extracellular,S,64
P07526,Extracellular,S,73
P29179,Extracellular,S,62
B3FIN4,Extracellular,S,115
Q968Z6,Extracellular,S,557
Q2UY11,Extracellular,S,1141
P55869,Extracellular,S,185
D4AJL7,Extracellular,S,413
Q4LCT0,Extracellular,S,80
L0P323,Extracellular,S,76
Q59KZ1,Extracellular,S,924
Q9HBE4,Extracellular,S,155
B3EWY1,Extracellular,S,59
B3EWY5,Extracellular,S,40
P53761,Extracellular,S,440
Q5MJP5,Extracellular,S,90
D5J6X1,Extracellular,S,84
Q4U4N3,Extracellular,S,88
P59940,Extracellular,S,43
Q8TAT2,Extracellular,S,258
Q6P1S2-2,Extracellular,S,251
Q6ZMJ4,Extracellular,S,242
Q62918,Extracellular,S,816
P02671,Extracellular,S,866
P01419,Extracellular,S,58
P02676,Extracellular,S,468
P02675,Extracellular,S,491
P28375,Extracellular,S,59
P01412,Extracellular,S,83
P01413,Extracellular,S,61
P01410,Extracellular,S,62
P01411,Extracellular,S,62
P01416,Extracellular,S,60
P01417,Extracellular,S,60
P01414,Extracellular,S,60
P01415,Extracellular,S,61
O42257,Extracellular,S,90
P0DN86,Extracellular,S,165
P0DN87,Extracellular,S,165
P15445,Extracellular,S,119
A8MRC6,Extracellular,S,90
P18169,Extracellular,S,1208
Q3V1G4,Extracellular,S,746
Q8N6G6,Extracellular,S,1762
P98159,Extracellular,S,2616
Q63772,Extracellular,S,674
Q59ZX3,Extracellular,S,271
Q5SSH8,Extracellular,S,263
P15703,Extracellular,S,313
B8XGR5,Extracellular,S,633
Q5UE90,Extracellular,S,243
P86822,Extracellular,S,91
P83514,Extracellular,S,132
P81113,Extracellular,S,125
P18329,Extracellular,S,80
Q7SID6,Extracellular,S,123
Q9VJS7,Extracellular,S,141
D4AKL6,Extracellular,S,404
Q9FXE5,Extracellular,S,372
Q8INV7,Extracellular,S,134
Q68GV9,Extracellular,S,382
P82656,Extracellular,S,41
L8FSM5,Extracellular,S,400
P86804,Extracellular,S,121
P86805,Extracellular,S,122
P86806,Extracellular,S,122
P86802,Extracellular,S,238
P86803,Extracellular,S,121
Q9BYZ8,Extracellular,S,158
Q8I0L5,Extracellular,S,59
P0CH47,Extracellular,S,337
P81782,Extracellular,S,63
P81783,Extracellular,S,87
P0C8M0,Extracellular,S,69
P0C8M1,Extracellular,S,121
P07489,Extracellular,S,127
Q5ATP7,Extracellular,S,182
Q3UN54,Extracellular,S,99
O55233,Extracellular,S,272
P85174,Extracellular,S,98
D2Y232,Extracellular,S,86
D2Y233,Extracellular,S,86
Q90X23,Extracellular,S,146
B6ZI38,Extracellular,S,349
Q93X94,Extracellular,S,343
Q9PTT0,Extracellular,S,83
A6P6V9,Extracellular,S,544
Q0ZHI9,Extracellular,S,250
P68415,Extracellular,S,60
Q86QV0,Extracellular,S,42
Q9UUZ2,Extracellular,S,406
Q9UUZ3,Extracellular,S,931
Q6UX73,Extracellular,S,402
A6N6J0,Extracellular,S,430
P84776,Extracellular,S,121
P84777,Extracellular,S,61
Q6EEH1,Extracellular,S,143
Q8BFU0,Extracellular,S,243
Q8WTD4,Extracellular,S,87
P18424,Extracellular,S,440
Q8WTD3,Extracellular,S,208
D4B5F9,Extracellular,S,437
Q8R2G6,Extracellular,S,949
Q45Z11,Extracellular,S,83
Q7Z4R8,Extracellular,S,191
P83515,Extracellular,S,142
Q86SC0,Extracellular,S,66
Q9DD06,Extracellular,S,162
A8CL69,Extracellular,S,195
B1A4F7,Extracellular,S,776
P0C7B0,Extracellular,S,610
P83302,Extracellular,S,57
Q9Y6Z7,Extracellular,S,277
Q9JHF9,Extracellular,S,160
G3ETQ2,Extracellular,S,66
G3ETQ3,Extracellular,S,71
D4AM57,Extracellular,S,449
P59367,Extracellular,S,81
Q9NDE8,Extracellular,S,735
Q93796,Extracellular,S,551
P09655,Extracellular,S,79
Q8CIT9,Extracellular,S,700
P01492,Extracellular,S,87
P0DMT3,Extracellular,S,121
P01408,Extracellular,S,63
P0DMT1,Extracellular,S,121
A8K2U0,Extracellular,S,1454
P01401,Extracellular,S,65
P01400,Extracellular,S,65
P01402,Extracellular,S,57
P01404,Extracellular,S,81
P01407,Extracellular,S,62
P53334,Extracellular,S,386
A6XHF7,Extracellular,S,538
O18641,Extracellular,S,194
P18171,Extracellular,S,1590
P18170,Extracellular,S,950
Q9V3J3,Extracellular,S,103
P10165,Extracellular,S,295
Q8T9R8,Extracellular,S,67
Q8MVB6,Extracellular,S,133
Q39688,Extracellular,S,389
Q5UFR8,Extracellular,S,81
P42660,Extracellular,S,471
Q8NKF9,Extracellular,S,425
D4AN50,Extracellular,S,820
P82464,Extracellular,S,65
P82462,Extracellular,S,65
P82463,Extracellular,S,65
E7BLC7,Extracellular,S,84
P25678,Extracellular,S,61
P25679,Extracellular,S,64
P29181,Extracellular,S,65
Q8NEV9,Extracellular,S,243
P25670,Extracellular,S,68
P25671,Extracellular,S,71
P25672,Extracellular,S,71
P25673,Extracellular,S,71
P25674,Extracellular,S,71
P25675,Extracellular,S,61
P25676,Extracellular,S,61
P25677,Extracellular,S,60
Q86DU6,Extracellular,S,73
E2DQZ5,Extracellular,S,148
E2DQZ6,Extracellular,S,158
P87037,Extracellular,S,221
Q3V2T4,Extracellular,S,102
P54317,Extracellular,S,469
P54315,Extracellular,S,467
P04542,Extracellular,S,57
Q8K1D8,Extracellular,S,76
D9U2B5,Extracellular,S,72
P22079,Extracellular,S,712
Q9U6L5,Extracellular,S,377
O55245,Extracellular,S,150
P82662,Extracellular,S,91
P0C6A3,Extracellular,S,68
P86810,Extracellular,S,527
C0HJT5,Extracellular,S,65
P0C6A7,Extracellular,S,64
P0C6A4,Extracellular,S,66
P0C6A5,Extracellular,S,64
P0C6A8,Extracellular,S,65
P0C6A9,Extracellular,S,64
P82849,Extracellular,S,62
P19608,Extracellular,S,64
P19609,Extracellular,S,63
P80495,Extracellular,S,65
Q07449,Extracellular,S,201
Q9VKI3,Extracellular,S,116
P81791,Extracellular,S,84
P81790,Extracellular,S,116
P36192,Extracellular,S,92
P85215,Extracellular,S,44
P85216,Extracellular,S,60
P85211,Extracellular,S,42
P86929,Extracellular,S,73
P86146,Extracellular,S,79
D2Y1X6,Extracellular,S,83
D2Y1X7,Extracellular,S,83
Q9YGJ0,Extracellular,S,89
Q9QXN2,Extracellular,S,99
D2Y1X8,Extracellular,S,83
D2Y1X9,Extracellular,S,83
J7H670,Extracellular,S,516
P22466,Extracellular,S,123
D4AV38,Extracellular,S,394
P49338,Extracellular,S,351
D4B4V1,Extracellular,S,335
Q96TR7,Extracellular,S,221
W0HFK8,Extracellular,S,331
O04496,Extracellular,S,449
Q28295,Extracellular,S,2813
P01137,Extracellular,S,390
Q54TR1,Extracellular,S,531
P85140,Extracellular,S,73
P12101,Extracellular,S,63
P12102,Extracellular,S,64
H2A0N8,Extracellular,S,71
C0HJF6,Extracellular,S,61
O77469,Extracellular,S,728
Q5VYX0,Extracellular,S,342
P83234,Extracellular,S,190
P83235,Extracellular,S,60
D4AMT2,Extracellular,S,862
P07480,Extracellular,S,123
P84788,Extracellular,S,233
Q03626,Extracellular,S,1487
Q6B4T5,Extracellular,S,101
A6H584,Extracellular,S,2640
P83654,Extracellular,S,208
Q9VG55,Extracellular,S,191
B3SVF0,Extracellular,S,69
P83303,Extracellular,S,89
P83658,Extracellular,S,64
A1XIH5,Extracellular,S,400
A1XIH4,Extracellular,S,401
A1XIH6,Extracellular,S,400
A1XIH1,Extracellular,S,412
A1XIH0,Extracellular,S,412
A1XIH3,Extracellular,S,401
Q9YGV1,Extracellular,S,354
Q9CXI5,Extracellular,S,179
P59354,Extracellular,S,65
Q9D7Z6,Extracellular,S,913
P0DKS3,Extracellular,S,57
Q9DER7,Extracellular,S,1008
P09464,Extracellular,S,189
Q23997,Extracellular,S,452
Q9BZM2,Extracellular,S,168
D4B0M5,Extracellular,S,148
P85259,Extracellular,S,129
B7FDP2,Extracellular,S,87
U6BLZ9,Extracellular,S,463
Q5D231,Extracellular,S,84
P20809,Extracellular,S,199
P01434,Extracellular,S,62
P01437,Extracellular,S,60
P01431,Extracellular,S,62
P01432,Extracellular,S,62
P01433,Extracellular,S,61
Q8QGR0,Extracellular,S,86
P58806,Extracellular,S,107
Q8T0Y7,Extracellular,S,141
Q9QZS0,Extracellular,S,1669
P0C930,Extracellular,S,127
D4AYT4,Extracellular,S,616
Q30HU9,Extracellular,S,90
Q6UWT2,Extracellular,S,76
Q8CHN8,Extracellular,S,704
O08841,Extracellular,S,613
P25667,Extracellular,S,72
P82475,Extracellular,S,110
P83435,Extracellular,S,62
P25669,Extracellular,S,71
P25668,Extracellular,S,71
Q9TW98,Extracellular,S,131
P63076,Extracellular,S,216
Q6E0U4,Extracellular,S,476
D3ZVP0,Extracellular,S,97
P04054,Extracellular,S,148
Q765P4,Extracellular,S,197
P00747,Extracellular,S,810
B5LUQ8,Extracellular,S,103
P00741,Extracellular,S,462
P00740,Extracellular,S,461
Q765P3,Extracellular,S,187
Q8TAX7,Extracellular,S,377
B5LUQ3,Extracellular,S,91
P87020,Extracellular,S,299
B5LUQ4,Extracellular,S,67
Q7LZK0,Extracellular,S,49
Q90495,Extracellular,S,616
Q2PGY1,Extracellular,S,217
P58370,Extracellular,S,86
B3EWF3,Extracellular,S,86
Q7TQN3,Extracellular,S,571
O75888,Extracellular,S,250
O46654,Extracellular,S,147
Q5G872,Extracellular,S,1010
P15818,Extracellular,S,87
Q8VYW6,Extracellular,S,572
P19614,Extracellular,S,66
P19611,Extracellular,S,64
P19613,Extracellular,S,62
P19612,Extracellular,S,64
A6MWS7,Extracellular,S,55
Q8AXY1,Extracellular,S,138
A6MWS9,Extracellular,S,55
P86952,Extracellular,S,456
P86951,Extracellular,S,343
P86956,Extracellular,S,1130
P86954,Extracellular,S,357
P81529,Extracellular,S,114
P10997,Extracellular,S,89
P86959,Extracellular,S,138
Q0WUV7,Extracellular,S,343
P04280,Extracellular,S,392
D2Y1Y1,Extracellular,S,83
D2Y1Y0,Extracellular,S,83
D2Y1Y3,Extracellular,S,83
D2Y1Y2,Extracellular,S,83
P84156,Extracellular,S,44
Q3UQ28,Extracellular,S,1475
P86976,Extracellular,S,202
Q6GU94,Extracellular,S,56
O35701,Extracellular,S,481
D4AV26,Extracellular,S,509
O24602,Extracellular,S,131
D4ALI1,Extracellular,S,210
Q16769,Extracellular,S,361
Q84W98,Extracellular,S,99
E9QA28,Extracellular,S,426
P83948,Extracellular,S,584
Q9LEW3,Extracellular,S,464
Q9VYX7,Extracellular,S,203
Q8W261,Extracellular,S,74
O42815,Extracellular,S,280
Q9BKB7,Extracellular,S,57
Q9Z1P8,Extracellular,S,410
D4B5H9,Extracellular,S,1054
P05154,Extracellular,S,406
Q5AAH2,Extracellular,S,462
Q9BPA9,Extracellular,S,70
P48827,Extracellular,S,423
P84844,Extracellular,S,119
P84845,Extracellular,S,59
Q8NK92,Extracellular,S,652
P84840,Extracellular,S,46
Q8NK90,Extracellular,S,628
Q70GH4,Extracellular,S,596
P86858,Extracellular,S,341
P0DKR6,Extracellular,S,78
P49893,Extracellular,S,353
P07743,Extracellular,S,235
P83228,Extracellular,S,111
Q9Y6N3,Extracellular,S,262
C1IC48,Extracellular,S,83
C1IC49,Extracellular,S,86
C1IC47,Extracellular,S,83
P97737,Extracellular,S,476
P01423,Extracellular,S,61
P01422,Extracellular,S,61
P01421,Extracellular,S,61
Q8C119,Extracellular,S,568
P01427,Extracellular,S,61
P01426,Extracellular,S,61
P01425,Extracellular,S,61
P01424,Extracellular,S,61
D4ANW6,Extracellular,S,456
P0C8R8,Extracellular,S,69
A0S864,Extracellular,S,109
A0S865,Extracellular,S,111
P49061,Extracellular,S,207
Q6XBF8,Extracellular,S,437
Q9QZR9,Extracellular,S,1682
Q10749,Extracellular,S,609
P0CF39,Extracellular,S,61
P0CF37,Extracellular,S,64
A0AEI5,Extracellular,S,72
A0AEI6,Extracellular,S,72
Q9BXJ3,Extracellular,S,329
Q6Q788,Extracellular,S,366
Q09131,Extracellular,S,464
D4ATA2,Extracellular,S,245
Q01301,Extracellular,S,299
Q96LR4,Extracellular,S,140
P14661,Extracellular,S,70
Q2VBN2,Extracellular,S,86
Q5UCC4-2,Extracellular,S,254
P0CG02,Extracellular,S,60
A7RDN6,Extracellular,S,342
A7XQ02,Extracellular,S,415
Q7SIG3,Extracellular,S,236
Q59XX2,Extracellular,S,378
Q8AY81,Extracellular,S,260
B3A0S5,Extracellular,S,327
P0C1X6,Extracellular,S,62
Q3L1D1,Extracellular,S,594
B5LUQ9,Extracellular,S,132
Q14406,Extracellular,S,222
Q9CR36,Extracellular,S,201
Q8NIB6,Extracellular,S,635
Q9R1E6,Extracellular,S,862
O24567,Extracellular,S,125
O24565,Extracellular,S,132
P86169,Extracellular,S,122
P86949,Extracellular,S,336
P86948,Extracellular,S,260
D2Y1Z4,Extracellular,S,83
D2Y1Z7,Extracellular,S,83
D2Y1Z8,Extracellular,S,83
D4B093,Extracellular,S,666
O74199,Extracellular,S,522
Q9BJW4,Extracellular,S,59
E6ZBE2,Extracellular,S,78
Q94EG3,Extracellular,S,229
Q25619,Extracellular,S,178
Q59PV6,Extracellular,S,410
P85092,Extracellular,S,65
D4AWY5,Extracellular,S,397
Q80XF5,Extracellular,S,230
B7ZS96,Extracellular,S,153
P0CS83,Extracellular,S,398
P85520,Extracellular,S,65
Q29616,Extracellular,S,149
L8G6I7,Extracellular,S,400
A6YR20,Extracellular,S,87
A6YR21,Extracellular,S,87
Q12713,Extracellular,S,321
O42807,Extracellular,S,281
P83495,Extracellular,S,380
P83490,Extracellular,S,77
E7EKC4,Extracellular,S,71
P84213,Extracellular,S,107
D4B3C8,Extracellular,S,592
P0DMF3,Extracellular,S,64
P69939,Extracellular,S,91
P84841,Extracellular,S,46
Q2XNF5,Extracellular,S,183
E9PV24,Extracellular,S,789
P58754,Extracellular,S,160
Q8N2E6,Extracellular,S,242
D4ASH1,Extracellular,S,563
C3VVN6,Extracellular,S,94
C3VVN5,Extracellular,S,94
P07758,Extracellular,S,413
Q9VBV3,Extracellular,S,249
Q5F378,Extracellular,S,251
D4ANV2,Extracellular,S,643
P84262,Extracellular,S,48
P24778,Extracellular,S,63
P01165,Extracellular,S,207
Q3YBN2,Extracellular,S,398
P24776,Extracellular,S,61
P24777,Extracellular,S,61
Q5BKQ4,Extracellular,S,473
P60770,Extracellular,S,83
P18328,Extracellular,S,86
P86098,Extracellular,S,64
P0C7W2,Extracellular,S,231
Q6B9Z0,Extracellular,S,140
P79019,Extracellular,S,332
Q58L91,Extracellular,S,1459
P16975,Extracellular,S,301
Q58L96,Extracellular,S,467
Q8VIM0-2,Extracellular,S,197
Q58L94,Extracellular,S,453
Q8RX86,Extracellular,S,396
Q6T6S7,Extracellular,S,260
Q28755,Extracellular,S,382
P55333,Extracellular,S,221
P49126,Extracellular,S,94
P49125,Extracellular,S,88
Q14520,Extracellular,S,560
P01418,Extracellular,S,60
Q99935,Extracellular,S,248
Q9LHF1,Extracellular,S,494
Q0VZ38,Extracellular,S,66
Q0VZ39,Extracellular,S,66
Q9H324,Extracellular,S,1103
P86686,Extracellular,S,207
D4AWM9,Extracellular,S,195
P02679,Extracellular,S,453
Q63041,Extracellular,S,1500
P0DN29,Extracellular,S,610
Q9FZE4,Extracellular,S,120
P05623,Extracellular,S,55
Q2UH35,Extracellular,S,771
D4APX3,Extracellular,S,633
P0CH87,Extracellular,S,301
P0CH86,Extracellular,S,298
P0C6B0,Extracellular,S,69
A8TGA1,Extracellular,S,335
P0DM36,Extracellular,S,135
P25428,Extracellular,S,244
P86194,Extracellular,S,42
P86193,Extracellular,S,42
P0DM38,Extracellular,S,158
P0DM39,Extracellular,S,148
P81508,Extracellular,S,127
P82987,Extracellular,S,1691
P86974,Extracellular,S,122
P86975,Extracellular,S,121
P85883,Extracellular,S,66
P85882,Extracellular,S,66
P81761,Extracellular,S,62
Q9YGI0,Extracellular,S,86
Q9YGI4,Extracellular,S,86
O70513,Extracellular,S,574
P48740,Extracellular,S,699
Q58T62,Extracellular,S,139
Q9W303,Extracellular,S,442
Q58T60,Extracellular,S,145
Q58T61,Extracellular,S,144
Q00896,Extracellular,S,412
Q00897,Extracellular,S,413
Q00898,Extracellular,S,413
Q9BY76,Extracellular,S,406
Q90X24,Extracellular,S,146
Q1ELU2,Extracellular,S,82
Q9CYH5,Extracellular,S,385
Q9CQ76,Extracellular,S,512
P41748,Extracellular,S,395
Q9U655,Extracellular,S,78
Q8QG87,Extracellular,S,138
Q8IZJ0,Extracellular,S,200
Q5D7H4,Extracellular,S,340
O76818,Extracellular,S,193
P80109,Extracellular,S,839
P84590,Extracellular,S,63
P86955,Extracellular,S,466
Q3LHH8,Extracellular,S,102
P86958,Extracellular,S,158
A8R0V4,Extracellular,S,111
Q07797,Extracellular,S,577
Q59KI0,Extracellular,S,472
P84688,Extracellular,S,84
P84685,Extracellular,S,85
P18511,Extracellular,S,78
P83669,Extracellular,S,43
P83668,Extracellular,S,43
A2QTU5,Extracellular,S,736
P80965,Extracellular,S,72
Q9C168,Extracellular,S,736
O44249,Extracellular,S,685
D4ANG0,Extracellular,S,596
Q4P902,Extracellular,S,344
P0C892,Extracellular,S,42
P0C893,Extracellular,S,42
P91793,Extracellular,S,98
P01397,Extracellular,S,72
P0CAR1,Extracellular,S,60
Q9NL39,Extracellular,S,140
Q9NL38,Extracellular,S,568
D4ANU4,Extracellular,S,235
D4AXK7,Extracellular,S,196
Q70J59,Extracellular,S,602
P83110,Extracellular,S,453
Q330K6,Extracellular,S,143
Q96LB8,Extracellular,S,373
Q96LB9,Extracellular,S,341
Q53B54,Extracellular,S,72
Q53B57,Extracellular,S,91
Q53B52,Extracellular,S,78
Q53B58,Extracellular,S,93
P79021,Extracellular,S,332
Q9NIP6,Extracellular,S,151
Q0H293,Extracellular,S,122
Q95JC9,Extracellular,S,676
P04002,Extracellular,S,82
O75596,Extracellular,S,197
G4NK46,Extracellular,S,424
Q14393,Extracellular,S,721
P01379,Extracellular,S,87
Q9IBG7,Extracellular,S,2327
P19003,Extracellular,S,63
P19004,Extracellular,S,64
P93349,Extracellular,S,295
Q76HP6,Extracellular,S,537
P81428,Extracellular,S,455
B2BRQ5,Extracellular,S,96
Q90WJ8,Extracellular,S,166
Q9PW66,Extracellular,S,96
E7EF85,Extracellular,S,310
P02652,Extracellular,S,100
Q7Z5A7-2,Extracellular,S,125
Q9BEE3,Extracellular,S,123
Q4LCS9,Extracellular,S,80
Q4LCS8,Extracellular,S,82
D4ATM6,Extracellular,S,245
P86969,Extracellular,S,294
P86968,Extracellular,S,79
Q8IN41,Extracellular,S,142
Q8IN42,Extracellular,S,147
P86963,Extracellular,S,337
P86962,Extracellular,S,214
P86961,Extracellular,S,90
P86960,Extracellular,S,132
P86967,Extracellular,S,265
P86964,Extracellular,S,157
Q8BZH1,Extracellular,S,670
Q8MMH5,Extracellular,S,61
Q8MMH4,Extracellular,S,78
Q75N90,Extracellular,S,2809
P85436,Extracellular,S,98
P86984,Extracellular,S,128
P86986,Extracellular,S,135
P86983,Extracellular,S,120
Q64610,Extracellular,S,887
Q6UW32,Extracellular,S,110
P82959,Extracellular,S,85
Q58T79,Extracellular,S,144
Q58T74,Extracellular,S,144
Q58T77,Extracellular,S,139
D4B387,Extracellular,S,584
P81603,Extracellular,S,99
P81602,Extracellular,S,98
B3A0R0,Extracellular,S,206
B3A0R1,Extracellular,S,151
B3A0R7,Extracellular,S,270
B3A0R4,Extracellular,S,349
Q5AIR7,Extracellular,S,1145
B3A0R8,Extracellular,S,164
P85054,Extracellular,S,46
A8N286,Extracellular,S,86
H2A0P3,Extracellular,S,75
H2A0P2,Extracellular,S,220
H2A0P1,Extracellular,S,113
H2A0P0,Extracellular,S,182
Q9HFA4,Extracellular,S,232
P28798,Extracellular,S,589
Q8CC36,Extracellular,S,187
P16301,Extracellular,S,438
P09971,Extracellular,S,192
Q3UST5,Extracellular,S,385
H2A0N9,Extracellular,S,198
Q7Z9M7,Extracellular,S,249
H2A0N5,Extracellular,S,157
H2A0N7,Extracellular,S,79
H2A0N1,Extracellular,S,141
H2A0N0,Extracellular,S,57
H2A0N3,Extracellular,S,146
H2A0N2,Extracellular,S,148
C0HJL8,Extracellular,S,122
P84693,Extracellular,S,84
Q9VWU1,Extracellular,S,394
Q75R32,Extracellular,S,380
Q9EQX0,Extracellular,S,117
P29425,Extracellular,S,82
B7SNV8,Extracellular,S,82
P29423,Extracellular,S,88
Q9TVT2,Extracellular,S,131
P84674,Extracellular,S,121
P80957,Extracellular,S,117
B6EY09,Extracellular,S,804
P83580,Extracellular,S,85
D4AS70,Extracellular,S,537
P80958,Extracellular,S,82
A5PF61,Extracellular,S,364
P83909,Extracellular,S,40
P83906,Extracellular,S,191
Q8S8N0,Extracellular,S,80
P83905,Extracellular,S,50
P83902,Extracellular,S,58
P83901,Extracellular,S,58
P83056,Extracellular,S,97
P04275,Extracellular,S,2813
Q8MM24,Extracellular,S,439
P83059,Extracellular,S,161
B7SIW2,Extracellular,S,399
B7SIW1,Extracellular,S,290
Q2UXQ5,Extracellular,S,613
Q0VKG8,Extracellular,S,61
P01140,Extracellular,S,116
Q9Y3E2,Extracellular,S,137
P60213,Extracellular,S,86
P60215,Extracellular,S,86
P60214,Extracellular,S,86
Q6T6C2,Extracellular,S,97
Q09GK0,Extracellular,S,156
B3H7A9,Extracellular,S,210
Q09GK2,Extracellular,S,164
Q7YRQ8,Extracellular,S,234
Q8IFJ8,Extracellular,S,659
Q53B47,Extracellular,S,78
P46115,Extracellular,S,64
Q53B49,Extracellular,S,86
Q3UTY6-2,Extracellular,S,658
Q966V2,Extracellular,S,388
Q09101,Extracellular,S,958
Q9PRS8,Extracellular,S,142
Q24940,Extracellular,S,326
P83895,Extracellular,S,45
Q4QRF7,Extracellular,S,364
P86728,Extracellular,S,173
Q20224,Extracellular,S,161
Q20223,Extracellular,S,159
Q20222,Extracellular,S,165
P01388,Extracellular,S,71
Q8MLZ7,Extracellular,S,441
P01386,Extracellular,S,73
P01387,Extracellular,S,73
P01384,Extracellular,S,94
P01385,Extracellular,S,73
P01382,Extracellular,S,73
P01383,Extracellular,S,71
P01380,Extracellular,S,70
P01381,Extracellular,S,72
Q8WRC7,Extracellular,S,125
Q69F56,Extracellular,S,397
P86424,Extracellular,S,64
P86422,Extracellular,S,62
P86423,Extracellular,S,64
P86421,Extracellular,S,59
P42634,Extracellular,S,85
Q8WZJ4,Extracellular,S,529
D4B1P2,Extracellular,S,500
P10808,Extracellular,S,64
Q8BMS2,Extracellular,S,330
P81160,Extracellular,S,54
O46168,Extracellular,S,68
Q8VHI5,Extracellular,S,650
O46166,Extracellular,S,68
Q8CJ69,Extracellular,S,685
F8J2B3,Extracellular,S,108
P86738,Extracellular,S,130
B7S4N9,Extracellular,S,88
P86732,Extracellular,S,507
P86731,Extracellular,S,244
P86734,Extracellular,S,200
P12799,Extracellular,S,444
D4AK94,Extracellular,S,512
Q53S33,Extracellular,S,107
P07306-2,Extracellular,S,252
Q58T41,Extracellular,S,144
Q58T44,Extracellular,S,139
D4B179,Extracellular,S,425
Q8J0D7,Extracellular,S,397
Q8J0D6,Extracellular,S,633
Q8J0D5,Extracellular,S,632
Q9NDE7,Extracellular,S,156
O62589,Extracellular,S,531
